O=C([O-])[C@H]1CCCN(c2ncccn2)C1,6.6,5.688079833984375
O=c1[nH]cnc(Oc2ccccc2)c1[N+](=O)[O-],6.7,14.761066436767578
COc1ccc(CN/C=C2\SC(=S)N=C2[O-])cc1,7.2,15.284204006195068
Cc1ccc(/C=C2\SC(N3CCC(C)CC3)=NC2=O)o1,7.6,16.294982433319092
C[NH2+]C[C@@H](C)C(=O)N(C)c1ccc(F)cc1,5.7,16.453538417816162
COc1ncc(C(=O)Nc2ccc(Cl)cc2)c(C)n1,7.1,17.503663778305054
C[C@H](O)CCNc1nc2ccc(N)cc2o1,6.9,17.686373710632324
C[C@H]1C[C@@H]1NC(=O)c1cccc(SCC#N)c1,6.9,19.82764768600464
CCC1(CC)CCN(C(=O)c2cc(C)ccc2F)C1,7.3,20.255311012268066
C/C(=N\NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1Cl,7.4,20.960679292678833
COc1ccc(Cn2c(=S)[nH]c3cc(Cl)ccc3c2=O)cc1,8.2,22.07195472717285
COc1ccc(N2C(=O)[C@H]3[C@@H]4C=C[C@@H](C4)[C@@H]3C2=O)c(OC)c1,8.0,22.10082745552063
CCC[C@H]1CN(C(=O)[C@@H]2COc3ccc(Br)cc32)CCO1,7.2,24.02761483192444
CC[C@@H](NC(=O)N1CCO[C@H](C#N)C1)c1ccncc1,6.7,27.02588438987732
Nc1c(C(=O)Nc2ccccc2OC(F)F)sc2ncccc12,7.6,30.189250230789185
Cc1nn(-c2ccc(C(=O)NC3CCCCCC3)cn2)c(C)c1C,8.4,30.690675735473633
O=C(Nc1ccnc2ccnn12)C1(c2ccc(Cl)cc2)CC1,8.2,31.204509973526
Cc1cn2c(=O)c(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2s1,8.0,31.972496509552002
O=[N+]([O-])c1ccc(N2CC[NH+](C3CC3)CC2)cc1C(F)(F)F,6.9,32.28088736534119
O=c1c2ccc(Cl)cc2ncn1C[C@H]1CC1(Cl)Cl,7.4,27.22399067878723
CCOC(=O)c1ccc(CN2C(=O)N[C@](C)(C3CC3)C2=O)o1,7.3,36.04387092590332
CCOC(=O)c1cc(OCC)c(Br)c(OCC)c1,6.0,36.94613265991211
O=C(C[NH+]1CCCCC1)N1c2ccccc2C=Cc2ccccc21,9.6,37.16380476951599
O=C(CN1N=C(c2ccc(Cl)cc2)CCC1=O)NCc1cccs1,8.3,37.26084065437317
O=C(Nc1ccc(F)cc1)N[C@H]1CCN(Cc2cnc(Cl)s2)C1,8.0,39.44386959075928
COCC(=O)N1CCC(CN2CC[N@H+](C)C[C@@H]2C)CC1,6.6,39.85570406913757
CSc1ccc(NC(=O)c2ccc(CNC(=O)C3CCCC3)cc2)cc1,8.1,41.84467792510986
O=C(C[C@H](O)c1ccccc1)N1CCN(c2ccc(Cl)cc2)CC1,8.2,42.28142261505127
O=C(C1CCC1)N1CCN(c2ccc(-c3noc(C(F)(F)F)n3)c[nH+]2)CC1,9.3,42.534700870513916
CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(F)c(C(F)(F)F)c2)CC1,7.9,42.59427094459534
COc1ccc(F)cc1NC(=O)C(=O)N[C@H]1CCCn2nc(C)nc21,8.5,43.25402522087097
C[C@H](NC(=O)c1ccccc1)C(=O)NCC1(c2ccccc2)CCC1,8.8,43.430110454559326
O=C(NC[C@@H]1C[C@H]1c1ccccc1)C1(O)Cc2ccccc2C1,8.9,43.85938382148743
CCOC(=O)C[C@@H](Br)c1ccccc1,5.7,29.249909162521362
Cc1cc(=O)c(C(=O)NCC#Cc2ccccc2)nn1-c1ccccc1F,8.3,44.387078523635864
CCc1noc(CC)c1CNC(=O)[C@@H]1Cc2ccccc2C(=O)O1,8.7,45.26897692680359
CCn1c(SCc2ncn(-c3ccccc3)n2)nc2ccccc2c1=O,8.8,45.460511207580566
Cc1ccc(C(=O)N2CCN(Cc3nc4ccccc4c(C)c3Cl)CC2)cc1F,9.4,46.283610343933105
Fc1cc(CN2CCO[C@H]3CCCC[C@@H]32)ccc1N1CCOCC1,7.8,48.965900897979736
CC[N@@H+]1CC[C@H](N(C)C(=O)c2cnc(-c3ccsc3)s2)[C@H](C)C1,7.0,49.209848165512085
C[C@@H](NC(=O)Cn1c(-c2cccs2)cc2cccnc21)c1ccncc1,7.7,49.38935852050781
O=C(NCC(=O)N1CCC[C@H](C(=O)NCc2ccc3c(c2)OCO3)C1)c1ccccc1,9.1,52.381452560424805
COc1ccc(NC(=O)CNc2ccc(F)cc2)c(OC)c1,7.8,52.89217495918274
CCC[NH2+][C@H](Cc1ncccc1C)c1ccccc1Cl,6.6,55.07390737533569
CCn1cnnc1CNC(=O)NC[C@@H]1CCOC1,7.0,36.35351514816284
O=C(/C=C/c1cccc(Cl)c1Cl)Nc1ccc2c(c1)NC(=O)CO2,8.2,41.236822843551636
NC(=O)Cn1cc(C(=O)O[C@H]2CCC[C@@H](C(F)(F)F)C2)nn1,8.2,41.17868447303772
CC(C)(C)c1ccc(OCc2ccc(C(=O)NNC(=O)[C@H]3CCCO3)cc2)cc1,8.8,59.08594274520874
COC(=O)c1c2c(cc3nc4ccccc4nc13)OCO2,7.6,27.03676724433899
Nc1ccc(-c2cc3ccccc3s2)c(C(=O)[O-])n1,8.0,19.545172929763794
C[C@H]1CCN(C)c2ccccc2N1C(=O)c1occc1Br,7.3,20.002192497253418
Cc1cc(F)cc(N[C@@H]2CCC[C@@H]2S(C)(=O)=O)c1,7.1,24.92555809020996
